site,date,treatment,plant,leaf,variable,value
Molly,1999-08-25,4,10,2,Sarraceniopus,0
Molly,1999-08-25,4,10,2,Habrotrocha,104
Molly,1999-08-25,4,10,2,rotvol ml,0.75
Molly,1999-08-25,4,10,2,headcap,2
Molly,1999-08-25,4,10,2,other,0
Molly,1999-08-25,4,10,2,volume ml,2.7
Molly,1999-08-25,4,10,3,Wyeomyia,0
Molly,1999-08-25,4,10,3,Metriocnemus,0
Molly,1999-08-25,4,10,3,Fletcherimyia,0
Molly,1999-08-25,4,10,3,Sarraceniopus,NA
Molly,1999-08-25,4,10,3,Habrotrocha,NA
Molly,1999-08-25,4,10,3,rotvol ml,0
Molly,1999-08-25,4,10,3,headcap,0
Molly,1999-08-25,4,10,3,other,0
Molly,1999-08-25,4,10,3,volume ml,0.3
Molly,1999-08-25,4,10,4,Wyeomyia,NA
Molly,1999-08-25,4,10,4,Metriocnemus,NA
Molly,1999-08-25,4,10,4,Fletcherimyia,NA
Molly,1999-08-25,4,10,4,Sarraceniopus,NA
Molly,1999-08-25,4,10,4,Habrotrocha,NA
Molly,1999-08-25,4,10,4,rotvol ml,NA
Molly,1999-08-25,4,10,4,headcap,NA
Molly,1999-08-25,4,10,4,other,NA
Molly,1999-08-25,4,10,4,volume ml,NA
Molly,1999-08-25,4,11,1,Wyeomyia,0
Molly,1999-08-25,4,11,1,Metriocnemus,1
Molly,1999-08-25,4,11,1,Fletcherimyia,0
Molly,1999-08-25,4,11,1,Sarraceniopus,0
Molly,1999-08-25,4,11,1,Habrotrocha,38
Molly,1999-08-25,4,11,1,rotvol ml,0.75
Molly,1999-08-25,4,11,1,headcap,1
Molly,1999-08-25,4,11,1,other,0
Molly,1999-08-25,4,11,1,volume ml,7.9
Molly,1999-08-25,4,11,2,Wyeomyia,2
Molly,1999-08-25,4,11,2,Metriocnemus,0
Molly,1999-08-25,4,11,2,Fletcherimyia,0
Molly,1999-08-25,4,11,2,Sarraceniopus,1
Molly,1999-08-25,4,11,2,Habrotrocha,0
Molly,1999-08-25,4,11,2,rotvol ml,0.75
Molly,1999-08-25,4,11,2,headcap,3
Molly,1999-08-25,4,11,2,other,0
Molly,1999-08-25,4,11,2,volume ml,3.4
Molly,1999-08-25,4,11,3,Wyeomyia,NA
Molly,1999-08-25,4,11,3,Metriocnemus,NA
Molly,1999-08-25,4,11,3,Fletcherimyia,NA
Molly,1999-08-25,4,11,3,Sarraceniopus,NA
Molly,1999-08-25,4,11,3,Habrotrocha,NA
Molly,1999-08-25,4,11,3,rotvol ml,NA
Molly,1999-08-25,4,11,3,headcap,NA
Molly,1999-08-25,4,11,3,other,NA
Molly,1999-08-25,4,11,3,volume ml,0
Molly,1999-08-25,4,12,1,Wyeomyia,0
Molly,1999-08-25,4,12,1,Metriocnemus,0
Molly,1999-08-25,4,12,1,Fletcherimyia,0
Molly,1999-08-25,4,12,1,Sarraceniopus,0
Molly,1999-08-25,4,12,1,Habrotrocha,32
Molly,1999-08-25,4,12,1,rotvol ml,0.75
Molly,1999-08-25,4,12,1,headcap,1
Molly,1999-08-25,4,12,1,other,0
Molly,1999-08-25,4,12,1,volume ml,1.9
Molly,1999-08-25,4,12,2,Wyeomyia,0
Molly,1999-08-25,4,12,2,Metriocnemus,0
Molly,1999-08-25,4,12,2,Fletcherimyia,0
Molly,1999-08-25,4,12,2,Sarraceniopus,1
Molly,1999-08-25,4,12,2,Habrotrocha,43
Molly,1999-08-25,4,12,2,rotvol ml,0.75
Molly,1999-08-25,4,12,2,headcap,0
Molly,1999-08-25,4,12,2,other,0
Molly,1999-08-25,4,12,2,volume ml,0.8
Molly,1999-08-25,4,12,3,Wyeomyia,NA
Molly,1999-08-25,4,12,3,Metriocnemus,NA
Molly,1999-08-25,4,12,3,Fletcherimyia,NA
Molly,1999-08-25,4,12,3,Sarraceniopus,NA
Molly,1999-08-25,4,12,3,Habrotrocha,NA
Molly,1999-08-25,4,12,3,rotvol ml,NA
Molly,1999-08-25,4,12,3,headcap,NA
Molly,1999-08-25,4,12,3,other,NA
Molly,1999-08-25,4,12,3,volume ml,NA
Molly,1999-08-25,4,13,1,Wyeomyia,0
Molly,1999-08-25,4,13,1,Metriocnemus,2
Molly,1999-08-25,4,13,1,Fletcherimyia,0
Molly,1999-08-25,4,13,1,Sarraceniopus,0
Molly,1999-08-25,4,13,1,Habrotrocha,2
Molly,1999-08-25,4,13,1,rotvol ml,0.75
Molly,1999-08-25,4,13,1,headcap,0
Molly,1999-08-25,4,13,1,other,0
Molly,1999-08-25,4,13,1,volume ml,3.9
Molly,1999-08-25,4,13,2,Wyeomyia,1
Molly,1999-08-25,4,13,2,Metriocnemus,0
Molly,1999-08-25,4,13,2,Fletcherimyia,0
Molly,1999-08-25,4,13,2,Sarraceniopus,3
Molly,1999-08-25,4,13,2,Habrotrocha,5
Molly,1999-08-25,4,13,2,rotvol ml,0.5
Molly,1999-08-25,4,13,2,headcap,0
Molly,1999-08-25,4,13,2,other,0
Molly,1999-08-25,4,13,2,volume ml,1.7
Molly,1999-08-25,4,13,3,Wyeomyia,1
Molly,1999-08-25,4,13,3,Metriocnemus,0
Molly,1999-08-25,4,13,3,Fletcherimyia,0
Molly,1999-08-25,4,13,3,Sarraceniopus,0
Molly,1999-08-25,4,13,3,Habrotrocha,7
Molly,1999-08-25,4,13,3,rotvol ml,0.5
Molly,1999-08-25,4,13,3,headcap,0
Molly,1999-08-25,4,13,3,other,0
Molly,1999-08-25,4,13,3,volume ml,0.9
Molly,1999-08-25,4,14,1,Wyeomyia,1
Molly,1999-08-25,4,14,1,Metriocnemus,0
Molly,1999-08-25,4,14,1,Fletcherimyia,0
Molly,1999-08-25,4,14,1,Sarraceniopus,0
Molly,1999-08-25,4,14,1,Habrotrocha,18
Molly,1999-08-25,4,14,1,rotvol ml,0.75
Molly,1999-08-25,4,14,1,headcap,2
Molly,1999-08-25,4,14,1,other,0
Molly,1999-08-25,4,14,1,volume ml,4.3
Molly,1999-08-25,4,14,2,Wyeomyia,5
Molly,1999-08-25,4,14,2,Metriocnemus,0
Molly,1999-08-25,4,14,2,Fletcherimyia,0
Molly,1999-08-25,4,14,2,Sarraceniopus,0
Molly,1999-08-25,4,14,2,Habrotrocha,28
Molly,1999-08-25,4,14,2,rotvol ml,0.75
Molly,1999-08-25,4,14,2,headcap,3
Molly,1999-08-25,4,14,2,other,0
Molly,1999-08-25,4,14,2,volume ml,3.4
Molly,1999-08-25,4,14,3,Wyeomyia,NA
Molly,1999-08-25,4,14,3,Metriocnemus,NA
Molly,1999-08-25,4,14,3,Fletcherimyia,NA
Molly,1999-08-25,4,14,3,Sarraceniopus,NA
Molly,1999-08-25,4,14,3,Habrotrocha,NA
Molly,1999-08-25,4,14,3,rotvol ml,NA
Molly,1999-08-25,4,14,3,headcap,NA
Molly,1999-08-25,4,14,3,other,NA
Molly,1999-08-25,4,14,3,volume ml,NA
Molly,1999-08-25,4,15,1,Wyeomyia,1
Molly,1999-08-25,4,15,1,Metriocnemus,0
Molly,1999-08-25,4,15,1,Fletcherimyia,0
Molly,1999-08-25,4,15,1,Sarraceniopus,2
Molly,1999-08-25,4,15,1,Habrotrocha,19
Molly,1999-08-25,4,15,1,rotvol ml,0.75
Molly,1999-08-25,4,15,1,headcap,0
Molly,1999-08-25,4,15,1,other,0
Molly,1999-08-25,4,15,1,volume ml,0.9
Molly,1999-08-25,4,15,2,Wyeomyia,0
Molly,1999-08-25,4,15,2,Metriocnemus,1
Molly,1999-08-25,4,15,2,Fletcherimyia,0
Molly,1999-08-25,4,15,2,Sarraceniopus,0
Molly,1999-08-25,4,15,2,Habrotrocha,47
Molly,1999-08-25,4,15,2,rotvol ml,0.75
Molly,1999-08-25,4,15,2,headcap,0
Molly,1999-08-25,4,15,2,other,0
Molly,1999-08-25,4,15,2,volume ml,0.9
Molly,1999-08-25,4,15,3,Wyeomyia,0
Molly,1999-08-25,4,15,3,Metriocnemus,0
Molly,1999-08-25,4,15,3,Fletcherimyia,0
Molly,1999-08-25,4,15,3,Sarraceniopus,NA
Molly,1999-08-25,4,15,3,Habrotrocha,NA
Molly,1999-08-25,4,15,3,rotvol ml,0
Molly,1999-08-25,4,15,3,headcap,0
Molly,1999-08-25,4,15,3,other,0
Molly,1999-08-25,4,15,3,volume ml,0.5
Molly,1999-08-25,4,16,1,Wyeomyia,5
Molly,1999-08-25,4,16,1,Metriocnemus,0
Molly,1999-08-25,4,16,1,Fletcherimyia,0
Molly,1999-08-25,4,16,1,Sarraceniopus,2
Molly,1999-08-25,4,16,1,Habrotrocha,3
Molly,1999-08-25,4,16,1,rotvol ml,0.5
Molly,1999-08-25,4,16,1,headcap,0
Molly,1999-08-25,4,16,1,other,0
Molly,1999-08-25,4,16,1,volume ml,3.3
Molly,1999-08-25,4,16,2,Wyeomyia,0
Molly,1999-08-25,4,16,2,Metriocnemus,0
Molly,1999-08-25,4,16,2,Fletcherimyia,0
Molly,1999-08-25,4,16,2,Sarraceniopus,0
Molly,1999-08-25,4,16,2,Habrotrocha,18
Molly,1999-08-25,4,16,2,rotvol ml,0.5
Molly,1999-08-25,4,16,2,headcap,0
Molly,1999-08-25,4,16,2,other,0
Molly,1999-08-25,4,16,2,volume ml,1
Molly,1999-08-25,4,16,3,Wyeomyia,0
Molly,1999-08-25,4,16,3,Metriocnemus,0
Molly,1999-08-25,4,16,3,Fletcherimyia,0
Molly,1999-08-25,4,16,3,Sarraceniopus,0
Molly,1999-08-25,4,16,3,Habrotrocha,0
Molly,1999-08-25,4,16,3,rotvol ml,0.75
Molly,1999-08-25,4,16,3,headcap,0
Molly,1999-08-25,4,16,3,other,0
Molly,1999-08-25,4,16,3,volume ml,1.7
Molly,1999-08-25,4,17,1,Wyeomyia,NA
Molly,1999-08-25,4,17,1,Metriocnemus,NA
Molly,1999-08-25,4,17,1,Fletcherimyia,NA
Molly,1999-08-25,4,17,1,Sarraceniopus,NA
Molly,1999-08-25,4,17,1,Habrotrocha,NA
Molly,1999-08-25,4,17,1,rotvol ml,NA
Molly,1999-08-25,4,17,1,headcap,NA
Molly,1999-08-25,4,17,1,other,NA
Molly,1999-08-25,4,17,1,volume ml,0
Molly,1999-08-25,4,17,2,Wyeomyia,NA
Molly,1999-08-25,4,17,2,Metriocnemus,NA
Molly,1999-08-25,4,17,2,Fletcherimyia,NA
Molly,1999-08-25,4,17,2,Sarraceniopus,NA
Molly,1999-08-25,4,17,2,Habrotrocha,NA
Molly,1999-08-25,4,17,2,rotvol ml,NA
Molly,1999-08-25,4,17,2,headcap,NA
Molly,1999-08-25,4,17,2,other,NA
Molly,1999-08-25,4,17,2,volume ml,NA
Molly,1999-08-25,4,17,3,Wyeomyia,NA
Molly,1999-08-25,4,17,3,Metriocnemus,NA
Molly,1999-08-25,4,17,3,Fletcherimyia,NA
Molly,1999-08-25,4,17,3,Sarraceniopus,NA
Molly,1999-08-25,4,17,3,Habrotrocha,NA
Molly,1999-08-25,4,17,3,rotvol ml,NA
Molly,1999-08-25,4,17,3,headcap,NA
Molly,1999-08-25,4,17,3,other,NA
Molly,1999-08-25,4,17,3,volume ml,NA
Molly,1999-08-25,4,18,1,Wyeomyia,0
Molly,1999-08-25,4,18,1,Metriocnemus,0
Molly,1999-08-25,4,18,1,Fletcherimyia,1
Molly,1999-08-25,4,18,1,Sarraceniopus,0
Molly,1999-08-25,4,18,1,Habrotrocha,12
Molly,1999-08-25,4,18,1,rotvol ml,0.75
Molly,1999-08-25,4,18,1,headcap,4
Molly,1999-08-25,4,18,1,other,0
Molly,1999-08-25,4,18,1,volume ml,4.2
Molly,1999-08-25,4,18,2,Wyeomyia,0
Molly,1999-08-25,4,18,2,Metriocnemus,0
Molly,1999-08-25,4,18,2,Fletcherimyia,0
Molly,1999-08-25,4,18,2,Sarraceniopus,2
Molly,1999-08-25,4,18,2,Habrotrocha,27
Molly,1999-08-25,4,18,2,rotvol ml,0.75
Molly,1999-08-25,4,18,2,headcap,12
Molly,1999-08-25,4,18,2,other,0
Molly,1999-08-25,4,18,2,volume ml,12.7
Molly,1999-08-25,4,18,3,Wyeomyia,17
Molly,1999-08-25,4,18,3,Metriocnemus,0
Molly,1999-08-25,4,18,3,Fletcherimyia,0
Molly,1999-08-25,4,18,3,Sarraceniopus,0
Molly,1999-08-25,4,18,3,Habrotrocha,1
Molly,1999-08-25,4,18,3,rotvol ml,0.75
Molly,1999-08-25,4,18,3,headcap,1
Molly,1999-08-25,4,18,3,other,0
Molly,1999-08-25,4,18,3,volume ml,3.2
Molly,1999-08-25,4,18,4,Wyeomyia,NA
Molly,1999-08-25,4,18,4,Metriocnemus,NA
Molly,1999-08-25,4,18,4,Fletcherimyia,NA
Molly,1999-08-25,4,18,4,Sarraceniopus,NA
Molly,1999-08-25,4,18,4,Habrotrocha,NA
Molly,1999-08-25,4,18,4,rotvol ml,NA
Molly,1999-08-25,4,18,4,headcap,NA
Molly,1999-08-25,4,18,4,other,NA
Molly,1999-08-25,4,18,4,volume ml,NA
Molly,1999-08-25,4,19,1,Wyeomyia,1
Molly,1999-08-25,4,19,1,Metriocnemus,0
Molly,1999-08-25,4,19,1,Fletcherimyia,0
Molly,1999-08-25,4,19,1,Sarraceniopus,0
Molly,1999-08-25,4,19,1,Habrotrocha,4
Molly,1999-08-25,4,19,1,rotvol ml,0.5
Molly,1999-08-25,4,19,1,headcap,1
Molly,1999-08-25,4,19,1,other,0
Molly,1999-08-25,4,19,1,volume ml,4.4
Molly,1999-08-25,4,19,2,Wyeomyia,1
Molly,1999-08-25,4,19,2,Metriocnemus,0
Molly,1999-08-25,4,19,2,Fletcherimyia,0
Molly,1999-08-25,4,19,2,Sarraceniopus,4
Molly,1999-08-25,4,19,2,Habrotrocha,14
Molly,1999-08-25,4,19,2,rotvol ml,1
Molly,1999-08-25,4,19,2,headcap,0
Molly,1999-08-25,4,19,2,other,0
Molly,1999-08-25,4,19,2,volume ml,2.8
Molly,1999-08-25,4,19,3,Wyeomyia,2
Molly,1999-08-25,4,19,3,Metriocnemus,0
Molly,1999-08-25,4,19,3,Fletcherimyia,1
Molly,1999-08-25,4,19,3,Sarraceniopus,0
Molly,1999-08-25,4,19,3,Habrotrocha,19
Molly,1999-08-25,4,19,3,rotvol ml,0.5
Molly,1999-08-25,4,19,3,headcap,3
Molly,1999-08-25,4,19,3,other,0
Molly,1999-08-25,4,19,3,volume ml,2.4
Molly,1999-08-25,4,19,4,Wyeomyia,NA
Molly,1999-08-25,4,19,4,Metriocnemus,NA
Molly,1999-08-25,4,19,4,Fletcherimyia,NA
Molly,1999-08-25,4,19,4,Sarraceniopus,NA
Molly,1999-08-25,4,19,4,Habrotrocha,NA
Molly,1999-08-25,4,19,4,rotvol ml,NA
Molly,1999-08-25,4,19,4,headcap,NA
Molly,1999-08-25,4,19,4,other,NA
Molly,1999-08-25,4,19,4,volume ml,NA
Molly,1999-08-25,4,20,1,Wyeomyia,0
Molly,1999-08-25,4,20,1,Metriocnemus,2
Molly,1999-08-25,4,20,1,Fletcherimyia,0
Molly,1999-08-25,4,20,1,Sarraceniopus,0
Molly,1999-08-25,4,20,1,Habrotrocha,55
Molly,1999-08-25,4,20,1,rotvol ml,0.75
Molly,1999-08-25,4,20,1,headcap,0
Molly,1999-08-25,4,20,1,other,0
Molly,1999-08-25,4,20,1,volume ml,2
Molly,1999-08-25,4,20,2,Wyeomyia,NA
Molly,1999-08-25,4,20,2,Metriocnemus,NA
Molly,1999-08-25,4,20,2,Fletcherimyia,NA
Molly,1999-08-25,4,20,2,Sarraceniopus,NA
Molly,1999-08-25,4,20,2,Habrotrocha,NA
Molly,1999-08-25,4,20,2,rotvol ml,NA
Molly,1999-08-25,4,20,2,headcap,NA
Molly,1999-08-25,4,20,2,other,NA
Molly,1999-08-25,4,20,2,volume ml,0
Molly,1999-08-25,4,20,3,Wyeomyia,NA
Molly,1999-08-25,4,20,3,Metriocnemus,NA
Molly,1999-08-25,4,20,3,Fletcherimyia,NA
Molly,1999-08-25,4,20,3,Sarraceniopus,NA
Molly,1999-08-25,4,20,3,Habrotrocha,NA
Molly,1999-08-25,4,20,3,rotvol ml,NA
Molly,1999-08-25,4,20,3,headcap,NA
Molly,1999-08-25,4,20,3,other,NA
Molly,1999-08-25,4,20,3,volume ml,0
Molly,1999-08-25,4,20,4,Wyeomyia,NA
Molly,1999-08-25,4,20,4,Metriocnemus,NA
Molly,1999-08-25,4,20,4,Fletcherimyia,NA
Molly,1999-08-25,4,20,4,Sarraceniopus,NA
Molly,1999-08-25,4,20,4,Habrotrocha,NA
Molly,1999-08-25,4,20,4,rotvol ml,NA
Molly,1999-08-25,4,20,4,headcap,NA
Molly,1999-08-25,4,20,4,other,NA
Molly,1999-08-25,4,20,4,volume ml,NA
Molly,1999-09-03,1,1,1,Wyeomyia,0
Molly,1999-09-03,1,1,1,Metriocnemus,1
Molly,1999-09-03,1,1,1,Fletcherimyia,0
Molly,1999-09-03,1,1,1,Sarraceniopus,NA
Molly,1999-09-03,1,1,1,Habrotrocha,NA
Molly,1999-09-03,1,1,1,rotvol ml,1
Molly,1999-09-03,1,1,1,headcap,0
Molly,1999-09-03,1,1,1,other,0
Molly,1999-09-03,1,1,1,volume ml,2.2
Molly,1999-09-03,1,2,1,Wyeomyia,2
Molly,1999-09-03,1,2,1,Metriocnemus,3
Molly,1999-09-03,1,2,1,Fletcherimyia,0
Molly,1999-09-03,1,2,1,Sarraceniopus,0
Molly,1999-09-03,1,2,1,Habrotrocha,0
Molly,1999-09-03,1,2,1,rotvol ml,0.5
Molly,1999-09-03,1,2,1,headcap,1
Molly,1999-09-03,1,2,1,other,0
Molly,1999-09-03,1,2,1,volume ml,1.3
Molly,1999-09-03,1,3,1,Wyeomyia,NA
Molly,1999-09-03,1,3,1,Metriocnemus,NA
Molly,1999-09-03,1,3,1,Fletcherimyia,NA
Molly,1999-09-03,1,3,1,Sarraceniopus,NA
Molly,1999-09-03,1,3,1,Habrotrocha,NA
Molly,1999-09-03,1,3,1,rotvol ml,NA
Molly,1999-09-03,1,3,1,headcap,NA
Molly,1999-09-03,1,3,1,other,NA
Molly,1999-09-03,1,3,1,volume ml,0
Molly,1999-09-03,1,4,1,Wyeomyia,0
Molly,1999-09-03,1,4,1,Metriocnemus,1
Molly,1999-09-03,1,4,1,Fletcherimyia,0
Molly,1999-09-03,1,4,1,Sarraceniopus,NA
Molly,1999-09-03,1,4,1,Habrotrocha,NA
Molly,1999-09-03,1,4,1,rotvol ml,0
Molly,1999-09-03,1,4,1,headcap,0
Molly,1999-09-03,1,4,1,other,0
Molly,1999-09-03,1,4,1,volume ml,0.5
Molly,1999-09-03,1,5,1,Wyeomyia,0
Molly,1999-09-03,1,5,1,Metriocnemus,0
Molly,1999-09-03,1,5,1,Fletcherimyia,0
Molly,1999-09-03,1,5,1,Sarraceniopus,NA
Molly,1999-09-03,1,5,1,Habrotrocha,NA
Molly,1999-09-03,1,5,1,rotvol ml,0
Molly,1999-09-03,1,5,1,headcap,0
Molly,1999-09-03,1,5,1,other,0
Molly,1999-09-03,1,5,1,volume ml,0.5
Molly,1999-09-03,1,6,1,Wyeomyia,3
Molly,1999-09-03,1,6,1,Metriocnemus,3
Molly,1999-09-03,1,6,1,Fletcherimyia,0
Molly,1999-09-03,1,6,1,Sarraceniopus,0
Molly,1999-09-03,1,6,1,Habrotrocha,1
Molly,1999-09-03,1,6,1,rotvol ml,0.5
Molly,1999-09-03,1,6,1,headcap,2
Molly,1999-09-03,1,6,1,other,0
Molly,1999-09-03,1,6,1,volume ml,8
Molly,1999-09-03,1,7,1,Wyeomyia,0
Molly,1999-09-03,1,7,1,Metriocnemus,0
Molly,1999-09-03,1,7,1,Fletcherimyia,0
Molly,1999-09-03,1,7,1,Sarraceniopus,0
Molly,1999-09-03,1,7,1,Habrotrocha,2
Molly,1999-09-03,1,7,1,rotvol ml,0.5
Molly,1999-09-03,1,7,1,headcap,1
Molly,1999-09-03,1,7,1,other,0
Molly,1999-09-03,1,7,1,volume ml,1.5
Molly,1999-09-03,1,8,1,Wyeomyia,0
Molly,1999-09-03,1,8,1,Metriocnemus,0
Molly,1999-09-03,1,8,1,Fletcherimyia,0
Molly,1999-09-03,1,8,1,Sarraceniopus,0
Molly,1999-09-03,1,8,1,Habrotrocha,7
Molly,1999-09-03,1,8,1,rotvol ml,0.5
Molly,1999-09-03,1,8,1,headcap,0
Molly,1999-09-03,1,8,1,other,0
Molly,1999-09-03,1,8,1,volume ml,1.9
Molly,1999-09-03,1,9,1,Wyeomyia,1
Molly,1999-09-03,1,9,1,Metriocnemus,0
Molly,1999-09-03,1,9,1,Fletcherimyia,0
Molly,1999-09-03,1,9,1,Sarraceniopus,0
Molly,1999-09-03,1,9,1,Habrotrocha,5
Molly,1999-09-03,1,9,1,rotvol ml,0.5
Molly,1999-09-03,1,9,1,headcap,0
Molly,1999-09-03,1,9,1,other,0
Molly,1999-09-03,1,9,1,volume ml,1.2
Molly,1999-09-03,1,10,1,Wyeomyia,2
Molly,1999-09-03,1,10,1,Metriocnemus,5
Molly,1999-09-03,1,10,1,Fletcherimyia,0
Molly,1999-09-03,1,10,1,Sarraceniopus,0
Molly,1999-09-03,1,10,1,Habrotrocha,1
Molly,1999-09-03,1,10,1,rotvol ml,0.75
Molly,1999-09-03,1,10,1,headcap,0
Molly,1999-09-03,1,10,1,other,0
Molly,1999-09-03,1,10,1,volume ml,3.3
Molly,1999-09-03,1,11,1,Wyeomyia,0
Molly,1999-09-03,1,11,1,Metriocnemus,0
Molly,1999-09-03,1,11,1,Fletcherimyia,0
Molly,1999-09-03,1,11,1,Sarraceniopus,NA
Molly,1999-09-03,1,11,1,Habrotrocha,NA
Molly,1999-09-03,1,11,1,rotvol ml,0
Molly,1999-09-03,1,11,1,headcap,0
Molly,1999-09-03,1,11,1,other,0
Molly,1999-09-03,1,11,1,volume ml,0.2
Molly,1999-09-03,1,12,1,Wyeomyia,0
Molly,1999-09-03,1,12,1,Metriocnemus,7
Molly,1999-09-03,1,12,1,Fletcherimyia,0
Molly,1999-09-03,1,12,1,Sarraceniopus,18
Molly,1999-09-03,1,12,1,Habrotrocha,182
Molly,1999-09-03,1,12,1,rotvol ml,1
Molly,1999-09-03,1,12,1,headcap,1
Molly,1999-09-03,1,12,1,other,0
Molly,1999-09-03,1,12,1,volume ml,2.6
Molly,1999-09-03,1,13,1,Wyeomyia,0
Molly,1999-09-03,1,13,1,Metriocnemus,2
Molly,1999-09-03,1,13,1,Fletcherimyia,0
Molly,1999-09-03,1,13,1,Sarraceniopus,0
Molly,1999-09-03,1,13,1,Habrotrocha,65
Molly,1999-09-03,1,13,1,rotvol ml,0.5
Molly,1999-09-03,1,13,1,headcap,0
Molly,1999-09-03,1,13,1,other,0
Molly,1999-09-03,1,13,1,volume ml,1.2
Molly,1999-09-03,1,14,1,Wyeomyia,0
Molly,1999-09-03,1,14,1,Metriocnemus,0
Molly,1999-09-03,1,14,1,Fletcherimyia,0
Molly,1999-09-03,1,14,1,Sarraceniopus,0
Molly,1999-09-03,1,14,1,Habrotrocha,17
Molly,1999-09-03,1,14,1,rotvol ml,0.25
Molly,1999-09-03,1,14,1,headcap,0
Molly,1999-09-03,1,14,1,other,0
Molly,1999-09-03,1,14,1,volume ml,0.6
Molly,1999-09-03,1,15,1,Wyeomyia,NA
Molly,1999-09-03,1,15,1,Metriocnemus,NA
Molly,1999-09-03,1,15,1,Fletcherimyia,NA
Molly,1999-09-03,1,15,1,Sarraceniopus,NA
Molly,1999-09-03,1,15,1,Habrotrocha,NA
Molly,1999-09-03,1,15,1,rotvol ml,NA
Molly,1999-09-03,1,15,1,headcap,NA
Molly,1999-09-03,1,15,1,other,NA
Molly,1999-09-03,1,15,1,volume ml,0
Molly,1999-09-03,1,16,1,Wyeomyia,NA
Molly,1999-09-03,1,16,1,Metriocnemus,NA
Molly,1999-09-03,1,16,1,Fletcherimyia,NA
Molly,1999-09-03,1,16,1,Sarraceniopus,NA
Molly,1999-09-03,1,16,1,Habrotrocha,NA
Molly,1999-09-03,1,16,1,rotvol ml,NA
Molly,1999-09-03,1,16,1,headcap,NA
Molly,1999-09-03,1,16,1,other,NA
Molly,1999-09-03,1,16,1,volume ml,0
Molly,1999-09-03,1,17,1,Wyeomyia,0
Molly,1999-09-03,1,17,1,Metriocnemus,3
Molly,1999-09-03,1,17,1,Fletcherimyia,0
Molly,1999-09-03,1,17,1,Sarraceniopus,3
Molly,1999-09-03,1,17,1,Habrotrocha,84
Molly,1999-09-03,1,17,1,rotvol ml,0.5
Molly,1999-09-03,1,17,1,headcap,0
Molly,1999-09-03,1,17,1,other,0
Molly,1999-09-03,1,17,1,volume ml,0.8
Molly,1999-09-03,1,18,1,Wyeomyia,3
Molly,1999-09-03,1,18,1,Metriocnemus,4
Molly,1999-09-03,1,18,1,Fletcherimyia,0
Molly,1999-09-03,1,18,1,Sarraceniopus,0
Molly,1999-09-03,1,18,1,Habrotrocha,2
Molly,1999-09-03,1,18,1,rotvol ml,0.5
Molly,1999-09-03,1,18,1,headcap,0
Molly,1999-09-03,1,18,1,other,0
Molly,1999-09-03,1,18,1,volume ml,2.4
Molly,1999-09-03,1,19,1,Wyeomyia,0
Molly,1999-09-03,1,19,1,Metriocnemus,4
Molly,1999-09-03,1,19,1,Fletcherimyia,0
Molly,1999-09-03,1,19,1,Sarraceniopus,NA
Molly,1999-09-03,1,19,1,Habrotrocha,NA
Molly,1999-09-03,1,19,1,rotvol ml,0
Molly,1999-09-03,1,19,1,headcap,1
Molly,1999-09-03,1,19,1,other,0
Molly,1999-09-03,1,19,1,volume ml,0.8
Molly,1999-09-03,1,20,1,Wyeomyia,1
Molly,1999-09-03,1,20,1,Metriocnemus,6
Molly,1999-09-03,1,20,1,Fletcherimyia,0
Molly,1999-09-03,1,20,1,Sarraceniopus,4
Molly,1999-09-03,1,20,1,Habrotrocha,13
Molly,1999-09-03,1,20,1,rotvol ml,0.5
Molly,1999-09-03,1,20,1,headcap,1
Molly,1999-09-03,1,20,1,other,0
Molly,1999-09-03,1,20,1,volume ml,1
Molly,1999-09-03,2,1,1,Wyeomyia,0
Molly,1999-09-03,2,1,1,Metriocnemus,0
Molly,1999-09-03,2,1,1,Fletcherimyia,0
Molly,1999-09-03,2,1,1,Sarraceniopus,NA
Molly,1999-09-03,2,1,1,Habrotrocha,NA
Molly,1999-09-03,2,1,1,rotvol ml,0
Molly,1999-09-03,2,1,1,headcap,0
Molly,1999-09-03,2,1,1,other,0
Molly,1999-09-03,2,1,1,volume ml,0.5
Molly,1999-09-03,2,2,1,Wyeomyia,0
Molly,1999-09-03,2,2,1,Metriocnemus,0
Molly,1999-09-03,2,2,1,Fletcherimyia,0
Molly,1999-09-03,2,2,1,Sarraceniopus,NA
Molly,1999-09-03,2,2,1,Habrotrocha,NA
Molly,1999-09-03,2,2,1,rotvol ml,0
Molly,1999-09-03,2,2,1,headcap,0
Molly,1999-09-03,2,2,1,other,0
Molly,1999-09-03,2,2,1,volume ml,0.5
Molly,1999-09-03,2,3,1,Wyeomyia,0
Molly,1999-09-03,2,3,1,Metriocnemus,0
Molly,1999-09-03,2,3,1,Fletcherimyia,0
Molly,1999-09-03,2,3,1,Sarraceniopus,NA
Molly,1999-09-03,2,3,1,Habrotrocha,NA
Molly,1999-09-03,2,3,1,rotvol ml,0
Molly,1999-09-03,2,3,1,headcap,0
Molly,1999-09-03,2,3,1,other,0
Molly,1999-09-03,2,3,1,volume ml,0.6
Molly,1999-09-03,2,4,1,Wyeomyia,0
Molly,1999-09-03,2,4,1,Metriocnemus,3
Molly,1999-09-03,2,4,1,Fletcherimyia,0
Molly,1999-09-03,2,4,1,Sarraceniopus,0
Molly,1999-09-03,2,4,1,Habrotrocha,46
